# frame,plate_center
# stamp,1.75639e+09
index,x,y,z
0,0.40119,1.12127,0.05
1,0.3817,1.12127,0.05
2,0.362209,1.12127,0.05
3,0.342718,1.11974,0.05
4,0.323227,1.11974,0.05
5,0.298769,1.11974,0.05
6,0.279278,1.11974,0.05
7,0.259787,1.12089,0.05
8,0.239532,1.12127,0.05
9,0.220041,1.12127,0.05
10,0.200551,1.12394,0.05
11,0.18106,1.12547,0.05
12,0.161569,1.12547,0.05
