# frame,plate_center
# stamp,1.75827e+09
index,x,y,z
0,1.52236,0.076258,0.05
1,1.52236,0.0567672,0.05
2,1.52236,0.0372765,0.05
3,1.52236,0.00823155,0.05
4,1.52351,-0.0269282,0.05
5,1.52466,-0.0605592,0.05
6,1.52657,-0.0800499,0.05
7,1.53115,-0.11521,0.05
8,1.54453,-0.1347,0.05
9,1.54453,-0.154191,0.05
10,1.54453,-0.173682,0.05
11,1.54453,-0.193172,0.05
