# frame,plate_center
# stamp,1.75827e+09
index,x,y,z
0,1.52466,0.0713826,0.05
1,1.52657,0.0381338,0.05
2,1.52695,0.00947095,0.05
3,1.52886,-0.0279818,0.05
4,1.53115,-0.0612307,0.05
5,1.53115,-0.0807214,0.05
6,1.54453,-0.116645,0.05
7,1.54453,-0.136136,0.05
8,1.54453,-0.155627,0.05
9,1.54453,-0.175118,0.05
10,1.54453,-0.194608,0.05
