# frame,plate_center
# stamp,1.75827e+09
index,x,y,z
0,1.52236,0.0762595,0.05
1,1.52236,0.0567688,0.05
2,1.52236,0.0372781,0.05
3,1.52236,0.00861529,0.05
4,1.52427,-0.0269266,0.05
5,1.52504,-0.0605576,0.05
6,1.52695,-0.0800483,0.05
7,1.53153,-0.115208,0.05
8,1.54453,-0.134699,0.05
9,1.54453,-0.154189,0.05
10,1.54453,-0.17368,0.05
11,1.54453,-0.193171,0.05
