# frame,plate_center
# stamp,1.75827e+09
index,x,y,z
0,1.52695,0.0757888,0.05
1,1.52695,0.0562981,0.05
2,1.52695,0.0368074,0.05
3,1.52848,0.0100554,0.05
4,1.52962,-0.0273973,0.05
5,1.53115,-0.0575888,0.05
6,1.53306,-0.0770795,0.05
7,1.54453,-0.0965702,0.05
8,1.54453,-0.116061,0.05
9,1.54453,-0.135552,0.05
10,1.54453,-0.155042,0.05
11,1.54453,-0.174533,0.05
