# frame,plate_center
# stamp,1.75639e+09
index,x,y,z
0,0.414921,1.09604,0.05
1,0.388933,1.0991,0.05
2,0.366385,1.0991,0.05
3,0.346895,1.0991,0.05
4,0.327404,1.0991,0.05
5,0.300652,1.09719,0.05
6,0.281161,1.09528,0.05
7,0.249823,1.0949,0.05
8,0.230332,1.09452,0.05
9,0.194791,1.08649,0.05
10,0.1753,1.08611,0.05
11,0.148548,1.08611,0.05
12,0.117974,1.0842,0.05
13,0.0984835,1.0842,0.05
14,0.0763176,1.0842,0.05
15,0.0537695,1.08114,0.05
