# frame,plate_center
# stamp,1.75827e+09
index,x,y,z
0,1.52695,0.0757954,0.05
1,1.52695,0.0563047,0.05
2,1.52695,0.036814,0.05
3,1.52848,0.010062,0.05
4,1.53001,-0.0273907,0.05
5,1.53115,-0.0644613,0.05
6,1.54453,-0.0965637,0.05
7,1.54453,-0.116054,0.05
8,1.54453,-0.135545,0.05
9,1.54453,-0.155036,0.05
10,1.54453,-0.174526,0.05
