# frame,plate_center
# stamp,1.75639e+09
index,x,y,z
0,0.42973,1.10033,0.05
1,0.403959,1.10134,0.05
2,0.365557,1.10235,0.05
3,0.339786,1.10235,0.05
4,0.297847,1.10083,0.05
5,0.272076,1.09831,0.05
6,0.232158,1.09629,0.05
7,0.206388,1.09477,0.05
8,0.17708,1.09174,0.05
9,0.148278,1.08921,0.05
10,0.11796,1.08719,0.05
11,0.09219,1.08719,0.05
12,0.0553032,1.20846,0.05
13,0.029533,1.20846,0.05
14,0.00376274,1.20644,0.05
15,-0.0280711,1.08567,0.05
16,-0.0538414,1.08517,0.05
17,-0.0796116,1.08517,0.05
