# frame,plate_center
# stamp,1.75827e+09
index,x,y,z
0,1.59133,-0.0733822,0.05
1,1.56726,-0.0504516,0.05
2,1.53821,-0.0519803,0.05
3,1.51872,-0.0523625,0.05
4,1.49923,-0.0741465,0.05
5,1.47897,-0.0745287,0.05
6,1.45643,-0.0783505,0.05
