# frame,plate_center
# stamp,1.75827e+09
index,x,y,z
0,1.59132,-0.0745921,0.05
1,1.56725,-0.0512794,0.05
2,1.5382,-0.0512794,0.05
3,1.51871,-0.0535724,0.05
4,1.49922,-0.0581586,0.05
5,1.47705,-0.0845287,0.05
6,1.4568,-0.141473,0.05
