# frame,plate_center
# stamp,1.75827e+09
index,x,y,z
0,1.54453,0.0885405,0.05
1,1.54453,0.0690498,0.05
2,1.54453,0.0377118,0.05
3,1.54453,0.00752034,0.05
4,1.54453,-0.0203781,0.05
5,1.54453,-0.0398689,0.05
6,1.54453,-0.0593596,0.05
7,1.54453,-0.0788503,0.05
8,1.54453,-0.098341,0.05
9,1.54606,-0.118596,0.05
10,1.54682,-0.138087,0.05
11,1.54835,-0.157577,0.05
12,1.54835,-0.177068,0.05
