# frame,plate_center
# stamp,1.75827e+09
index,x,y,z
0,1.59134,-0.0745921,0.05
1,1.56726,-0.0512794,0.05
2,1.53822,-0.0512794,0.05
3,1.51873,-0.0535724,0.05
4,1.49924,-0.0581586,0.05
5,1.47707,-0.0845287,0.05
6,1.45682,-0.141473,0.05
