# frame,plate_center
# stamp,1.75827e+09
index,x,y,z
0,1.59131,-0.0745921,0.05
1,1.56723,-0.0512794,0.05
2,1.53819,-0.0512794,0.05
3,1.5187,-0.0535724,0.05
4,1.4992,-0.0581586,0.05
5,1.47704,-0.0845287,0.05
6,1.45678,-0.141473,0.05
